future_steps,Time_Step,Predicted_Values,Actual_Values,Utide_Values,Bi_values
25,12-30 23:30,2.1840541,2.781,2.276497629652652,1.166402
25,12-30 23:45,2.279005,2.905,2.373892858597109,1.1751558
25,12-31 00:00,2.3772697,2.989,2.4702712443787096,1.2029998
25,12-31 00:15,2.4769402,3.091,2.566107108750113,1.2479442
25,12-31 00:30,2.5754266,3.198,2.6613395807967803,1.3037472
25,12-31 00:45,2.6632586,3.305,2.7553037548837787,1.3819684
25,12-31 01:00,2.7595024,3.388,2.846739830430486,1.4692885
25,12-31 01:15,2.8514037,3.48,2.9338707536021853,1.5669755
25,12-31 01:30,2.937039,3.552,3.0145334812220925,1.6677071
25,12-31 01:45,3.0134408,3.606,3.0863461228055424,1.7770613
25,12-31 02:00,3.0789912,3.653,3.146892373270001,1.8869692
25,12-31 02:15,3.1310377,3.684,3.193905264117073,1.9940902
25,12-31 02:30,3.1658738,3.705,3.225433741213384,2.1043913
25,12-31 02:45,3.1907952,3.687,3.239977731913448,2.210873
25,12-31 03:00,3.2011597,3.668,3.236580314577526,2.3109896
25,12-31 03:15,3.1853979,3.604,3.2148695049437355,2.4042373
25,12-31 03:30,3.1588023,3.546,3.175047241322607,2.4947124
25,12-31 03:45,3.1049678,3.466,3.117829266762401,2.5766482
25,12-31 04:00,3.0442967,3.393,3.0443461916803787,2.659148
25,12-31 04:15,2.9679399,3.279,2.956022147877542,2.7314196
25,12-31 04:30,2.87834,3.173,2.854451794972942,2.7978942
25,12-31 04:45,2.7758508,3.058,2.741297779309172,2.8579533
25,12-31 05:00,2.69349,2.946,2.6182282333128155,2.918111
25,12-31 05:15,2.5716333,2.8329999999999997,2.4869072420965543,2.9711452
25,12-31 05:30,2.4520195,2.712,2.3490411489562923,3.0145931
25,12-31 05:45,2.3160832,2.577,2.2064717241877,3.0431678
25,12-31 06:00,2.1800284,2.437,2.0612956743461748,3.06196
25,12-31 06:15,2.0452845,2.31,1.9159812767847413,3.0651445
25,12-31 06:30,1.9067651,2.169,1.773449256747368,3.0581331
25,12-31 06:45,1.7607164,2.045,1.6370875768107844,3.0323102
25,12-31 07:00,1.6514674,1.924,1.5106788524053731,2.9978359
25,12-31 07:15,1.542482,1.802,1.3982334450802176,2.9486833
25,12-31 07:30,1.4578624,1.702,1.3037383960475042,2.8847911
25,12-31 07:45,1.3870125,1.625,1.230849234004063,2.806822
25,12-31 08:00,1.3393191,1.571,1.1825649816165995,2.7186437
25,12-31 08:15,1.3113892,1.546,1.1609335130388574,2.6170802
25,12-31 08:30,1.298936,1.548,1.166833250067454,2.5062358
